Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
8365.0,-0.6550932346466539,1.10228328336999,1.61091369534439,2.54244016040913,0.928295331124692,0.344426736595771,0.3408310541008969,-0.0041300220965452,-0.0393246461073465,0.2450177793449129,0.0769723350061413,-3.040577574944629,1.8063944413176,1.65503728786487,0.375913126976771,-0.0246519325350989,0.566769329751559,0.0792675879574908,-0.289508406509825,-0.0360406561066014,0.0257102669375876,0.297263170395489,-0.195074280789403,-0.476353241537347,-0.269339144085593,0.154727916384427,-0.0040280729781211,0.155043678042639,16.93,0.0
10222.0,-0.643681139314888,0.953126016615034,2.22366564650071,1.1345866565550702,-0.198050734549791,0.4350653987994399,0.22185656257916,0.0177731533539604,1.9317665715937504,-0.126412271551496,0.2395242942164129,-2.75940312280433,0.935444619695723,0.953212085845846,-0.178095518344083,-0.871324363389132,0.9986164557961372,0.1134972767966659,-0.0234952872651816,0.2147738872174429,-0.0663545123402068,0.6845194795626321,-0.210179451294531,0.0367025375687501,-0.1264503727671969,-0.199369596931531,0.3776099702942879,0.0337342943420868,20.24,0.0
35866.0,-2.04448868873478,3.36830621710984,-3.93711139061868,5.62311973109633,-3.0792320390481,-1.2534741182280902,-5.778879593122751,1.70742815771205,-4.46710312294842,-6.067798150378599,3.83978771072745,-8.27784094846266,1.49391490811495,-8.416681212122741,0.7922979282019491,-7.86265882647354,-14.570836629017698,-5.185385532882321,2.41438956859515,1.11202761894884,1.48359421639379,0.8343107128622159,-0.148485620188757,0.0016688545232818,-0.0389957310939217,0.389526401954901,1.30023645611458,0.5499403741672889,7.61,1.0
10836.0,1.02091319897895,-0.400279159093562,0.6625791542485129,0.341929273853634,-0.656140664793191,-0.0219272606190518,-0.386604140715864,0.0545916889651341,1.8205452195241896,-0.63397079338723,2.30407624436371,-1.32408143207004,1.1894170117829,1.5114550375954,-1.46555002696338,-0.529448832090478,1.04255638497014,-0.4164463940803889,0.0887208121389873,-0.0260482850974855,-0.131285718478998,-0.0655288624643688,-0.067100673313193,0.260703426058093,0.253717973643107,1.06600000512535,-0.0963614625215527,-0.0057735705520286,79.95,0.0
69.0,0.2985031702309639,2.14272151611193,-1.5421429717770505,1.56133190619696,0.938108024652659,-2.14567269892859,1.4055685692653603,-0.7784587430123929,0.328636441067941,0.127497138229711,1.61279907284482,-0.0963770304463607,0.6547902712810899,-4.31837785899177,1.03860348560684,0.4046868123821939,2.72916803684328,1.11586360275427,-0.70381403125983,0.6769537144146881,-0.290986926566703,-0.0002346939342658,0.0921744202720123,0.5862052546640351,-0.3973138346763479,-0.4809488807341799,0.251145000441888,-0.2422785997349869,0.78,0.0
13291.0,-1.19448601936655,0.91754546652819,1.76905879065574,-0.8330283009205991,-0.29631826612836,-0.324339873691686,-0.159088133188309,0.628654597010339,0.7744200487491859,-1.11862930213881,2.43562120713486,-1.57265063883056,1.57449758702595,1.91489320352007,-0.5667807806616011,0.595496181090483,0.359759935485954,-0.0326417912293857,-0.906350552259648,-0.0582281327597429,-0.151857515798388,-0.358539618192279,0.0820147218198765,0.180576821507984,-0.4887723207175339,0.615895913812327,0.119298608774833,0.0619037288495177,10.07,0.0
6005.0,-2.3567057036671804,2.47734803348956,0.454269793616139,0.371270924558956,-1.54580847028611,-1.26356039606758,-0.794505806291436,1.35136986553524,0.362032739530045,-1.18994166396237,0.5820302064729871,-1.25809068255041,2.71688606265448,2.527044358091,-0.176101698196363,0.439529946679948,1.11723341039855,-0.241834901519621,-0.3702820461412029,-0.3964169034517379,-0.1144963957764059,-0.7266983822388041,0.3186402436334389,0.850094908576654,-0.501429356754686,-0.13913526215125,-0.734526465898273,-0.0600585973674219,9.36,0.0
11904.0,1.2510774441368702,-0.0725666751927617,0.6601783937407829,0.399433384338981,-0.7020268785327091,-0.7064301725253421,-0.279998794866207,-0.215316928308173,2.06143253007472,-0.736083857178673,0.2457543155498069,-2.01425502382666,1.61290992977725,1.20010409604707,-1.04152782182137,-0.3944348480881349,0.9196026966996008,-0.443647618167476,0.256040540326186,-0.115125219486966,-0.261552032757331,-0.272708489848512,-0.0540856489121079,0.4338731263779199,0.4193985742028189,1.0722463762189,-0.0948603144040171,-0.0051681813648718,13.2,0.0
1716.0,-0.64389248130274,0.8469859670541892,1.09922421490872,-0.0836153067677621,0.239667264068501,-0.555004924623883,0.504780685470933,0.112826122517018,-0.403649544132839,-0.197999247080352,1.03672503078249,-0.0210136812407618,-0.8783465700572379,-0.0971103870567681,0.3458440299517669,0.718003389651538,-0.3179533096945169,0.583500301984636,0.347108306072253,0.0337117673832916,-0.240050435676517,-0.703179491855717,0.1149813955266449,-0.0786040719405337,-0.150153439906133,0.0721527065651107,0.123559896165204,0.0636538100237322,8.98,0.0
14482.0,1.1376142872964798,-0.326372701194944,0.658503564937541,0.120498171533032,-0.628310261443042,0.109794038079658,-0.73078823745172,0.213236084599218,1.79813384598791,-0.346477470776857,1.92423210951032,-2.7732667032918705,-0.269002960204058,2.08664790139899,0.379854740184621,0.5847245343399189,0.318329135705164,0.561292655510422,-0.3420767517259589,-0.172986628117175,-0.0180321587169984,0.0576986970229166,-0.0346337456358349,-0.3326025116895789,0.071305155556911,1.06758775397925,-0.0947799322420685,-0.0113083453323498,39.0,0.0
3371.0,-1.23676610337945,1.1511574400735,2.6516500774310203,2.46522091955074,-0.402151414555704,1.22221656415211,-0.578715575763718,-0.3142067228738811,-0.505811915861717,0.8311372342286469,0.9139445308416252,0.125372625716038,-1.15851004155004,-0.0778279815909316,-0.290401627014305,-0.0077305160385073,0.17903308271522,0.195165011023706,0.175994585436241,-0.299030229068068,0.8882906908370071,0.0834951637913145,0.0599100232462809,0.179197969284421,-0.4200108895570589,0.0505777449852259,-0.21193103533934,0.146848215580065,0.0,0.0
6577.0,-1.16858529460195,1.31077041934833,1.0424797043854102,1.55300554874717,-0.111543232948019,0.0241687062295724,0.2052808383180819,0.4458940826331439,1.02196427392968,-0.40380085949965,0.202729885987001,-2.18517461250112,1.54663070257643,1.70623459518367,-0.522325896228347,-1.12685392943726,1.5195495854488603,-0.3780386024590739,0.482566131375381,0.130055492407366,-0.172800446622239,0.02982033626765,-0.0909933206730743,0.039193162854474,-0.0414230768716971,-0.256390966642388,0.4093291999710349,0.167629018866515,44.58,0.0
14513.0,-1.02733002973933,0.512644348332851,-0.1211957606129409,-1.82346113026643,2.01034503949241,3.28336234806796,-0.5879832878118979,1.3425259619161698,1.0376059916286,-1.13452380970649,0.467768176530524,-2.6371880316745098,1.70834906760116,1.77995654341142,0.0829800731100554,1.0639039637219598,-0.28673850189525,0.751491382275447,-0.5825844247903921,0.160200822687777,0.0199027748041882,-0.0213335188755719,-0.0319849609697128,1.00270483882379,-0.215202768702749,0.866094568964597,0.135149156049339,0.0835237567859963,39.0,0.0
1247.0,-1.42733501108134,-0.172234447510589,0.334924538596957,-1.9392802913929,0.280493227217172,-1.9768530116623,0.0142077924098223,0.369486171326693,0.651923070559,-1.50859127175909,-0.142871381357655,0.144804163787096,-1.23700816753329,1.00117994632659,1.36351516656342,-0.965197562545842,0.485987387966336,-0.537400142230841,0.12162097293771,0.100942503355994,0.200903326376288,0.3028970492577769,-0.0711306634279677,0.434116824576639,-0.231365850570629,-0.129275695523451,0.262172912316429,-0.0119765476008615,1.0,0.0
4029.0,1.23555135754345,-0.92557644123699,0.66293703450942,-0.7287669162058671,-0.6147752193145141,1.16515750659662,-1.28548599263205,0.2194430391933469,0.847414690040063,0.200004498023955,1.2745947452214998,-2.07171526786164,3.09987272543054,0.6659229875722921,-0.837865296898272,1.41309559574047,0.5187244899235379,-0.381069266633574,0.669925293786427,0.264883629241406,0.201819378243362,0.805832628793222,-0.317446823180855,-1.3177612276938702,0.522707553037671,0.0007069797500719,0.0279554013562623,0.0062457658318238,80.0,0.0
2874.0,1.20921935380357,0.4372076751159109,0.639070828597615,1.1798807399471598,-0.425873490525771,-1.05595774041674,0.205967799835663,-0.2837094933534589,-0.164058912891755,-0.0420123973110165,0.147644255124732,1.02200036437266,1.28256104342833,0.0922109388431256,0.854365467586495,0.0168553426345667,-0.4305655612051599,-0.433143121287769,-0.504996850516379,-0.0656474919669284,-0.0169872596185064,0.0390698260567602,0.0041994660498192,0.7285119496006779,0.541892699319704,-0.463084904741222,0.0312735641325304,0.0318024613509975,5.0,0.0
9649.0,1.19642544328308,0.36547734312621,0.537458329331962,0.8374037595899441,-0.399710624990685,-0.832355142808367,-0.1456699800247259,-0.113616249529809,1.14313550215423,-0.4666180408830661,2.64972176564738,-1.86600203667793,1.08805336122819,1.487470027922,-0.286304787331798,0.617646736972264,0.587848338948886,0.484536349062916,-0.18512486924945,-0.1561725912442839,-0.378971364510911,-0.92157250968482,0.159313798923708,0.4165335830364199,0.112491976158289,0.0276679659908994,-0.0581691638376814,0.0153506809428316,4.49,0.0
312.0,-0.987858066699713,0.475771322881122,1.67262163250003,1.17804440736239,0.730281776125772,-0.403391397105905,0.30801382534069,0.254682318600929,-1.04560593089702,0.155400732524348,1.7937248129198995,0.702015057159662,-0.319470482592301,0.6853096952730962,0.877367282921209,-0.4470557416394821,0.0964616475065766,-0.395179064808335,0.7955315614760171,0.392655542397244,-0.3191919246221389,-1.13212755434333,0.233566095438557,0.140308781628626,0.0728125015280583,-0.637664641313229,0.23187712863166,0.0627190541945503,33.26,0.0
3691.0,1.21612259372126,0.242271606525785,0.325092435398047,1.48733114502479,0.0636190403154246,0.112638129538374,-0.1269765617168909,0.0058881273398062,1.79631873457982,-0.455034536326636,-0.243025644586477,-2.7918505027240896,0.371060333554339,1.71256031312929,-0.662520389421984,-0.55115932417998,0.884871148356283,-0.3943388612143379,-0.372701166946751,-0.311357442627276,-0.303519558986728,-0.4296279692568549,-0.0912592686542025,-0.512967843651149,0.667589267563394,-0.314981353287284,0.0059846507276382,0.0005287360784083,1.0,0.0
4537.0,1.11975115790003,0.325088928432079,1.4905089727866998,2.66068212419163,-0.504515253646334,0.610634859323559,-0.764665628849412,0.228222451588608,1.06690067740701,0.3606032088285539,1.46833265729228,-1.9576304053483304,1.57710112264972,1.32605400400497,-1.25981428879183,1.05357427103464,-0.202765470224547,0.9630625851618828,-0.852904706916546,-0.18538459540314,-0.0191167702102468,0.273148122770481,-0.0839808527482358,-0.0527386140068368,0.379838408051215,0.0719384768014643,0.0072624402135873,0.0136118692900807,0.0,0.0
1124.0,-1.10249088427075,1.35543491312433,2.11898111923054,0.2426535925400079,0.685721128289143,0.468232138004424,1.1309349211603998,-0.675945060150491,0.0413377819783889,1.30481652947173,1.06936484552217,0.5018048422619911,1.00347310315267,-0.810038040823859,0.812404418405943,0.0239573385426779,-1.2359314482646298,0.568034517818272,1.11973399408857,0.439737422401477,-0.3103491898805239,-0.28456611387034,-0.3990656238538629,-0.519518165314473,0.134753872160395,-0.644480652535839,-1.27359842517057,-1.05759464036208,10.46,0.0
6382.0,-0.339931992967961,1.38020098297562,1.07283682089366,1.3324281420342,-0.4192164124489829,-1.05388158898683,0.412905415159332,0.0806880649618203,0.38662134496527,-0.785160780019568,0.956702828391612,-1.7105336209221398,2.6791314505771098,1.88782765673344,0.0912378911380371,-0.377512754473205,0.8248575412396459,0.0999882017389895,-0.072940349285125,-0.0914044666827299,0.0813921741770513,0.415918676926195,0.0542854113760027,0.8932191388992171,-0.1853381075556679,-0.403576876732551,-0.0696700760714801,-0.0156127818038167,28.5,0.0
11340.0,-1.22786311992134,0.0109147186759588,1.87994689485074,0.363936770060614,1.9778901043203705,0.404053635183693,0.1944395244649639,0.0226445467214306,1.4356850472403502,-1.02615321829547,-1.09055615824375,-2.7956896836972005,1.5714401079836002,0.926986962124128,-1.35597579317544,-0.273951707160657,0.2046841420455619,-0.0174952294256308,-0.5517833657009829,0.108836162379798,-0.2083604475683489,-0.236368425774386,-0.442253346865863,-1.37036219212201,0.8487694923115942,-0.306313713827936,-0.151742892721804,-0.167271161944343,4.99,0.0
3818.0,-0.570421959703468,0.5728952233050529,2.61243483978782,0.207066639523065,0.0344052286850863,0.130292158736609,0.283769795884296,-0.304214281774138,2.13803036160682,-0.338298083432819,-0.254974814698885,-2.8869967892895603,1.35219097806552,0.482624341274313,-0.6114602124072939,-0.0272321225431473,0.205910375449829,0.351685604636496,0.129770748423198,0.194629872794336,-0.318457000208255,-0.1092588296665819,-0.2340811196860669,-0.154129807727444,-0.239341218540381,0.211405708813673,-0.1406212091766019,-0.252825546189709,5.0,0.0
871.0,-0.634173590447301,1.25820584396012,1.28727738695521,-0.306047028678791,0.467535195450121,-0.4330520101819379,1.0122770797888498,-0.344209177584405,-0.0039589702763515,0.6886937778236021,1.4756503305586202,0.508054736363016,0.355764810231965,-0.8738993134564209,0.275049047819101,0.454426749173185,-0.6053419192077399,0.336516958417502,0.268224164800132,0.543401172476996,-0.3973779210829329,-0.6031527541176651,-0.13568592957769,-0.0455098473053896,-0.0875267162461624,0.026447048767354,0.135350456774143,-0.2414804895935,8.99,0.0
1494.0,0.9880992412230178,-0.2666308978624,0.8386209838351071,0.537459069569754,-0.6450950833785789,0.104053896768823,-0.400057828950037,0.186203586310081,0.0699409750900412,-0.0025501184807103,1.64469219853438,1.13110455558444,0.3351804896337539,0.248393074625996,0.845425304118842,0.478137607592871,-0.528472035735455,-0.097732611891334,-0.418698903904415,0.0674305109170507,0.0427350516825714,-0.0394346681581612,0.0378643899918992,0.0481716141993,0.0379003155868963,0.216462720772951,-0.006886719180029,0.0270790069748213,84.0,0.0
13208.0,1.04702010221125,0.5061775376525529,1.30115350176262,2.59554718384509,-0.206458011211433,0.442980028488866,-0.414854546721413,0.1242291463446459,0.402413190249855,0.39289342519216,2.61888323585944,-1.2632278961968302,2.63031715091201,1.54290333979565,-0.54703552137332,0.702350546593405,0.0174041303431631,0.2305027581791029,-1.57922967211804,-0.124024207671153,0.100970526249634,0.5525943510411121,-0.025274491052919,0.190661023619255,0.312565007328523,0.0539810839788398,0.0037772837352756,0.015783726203499,15.17,0.0
