0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
-0.30196187,-0.67442936,-0.8134416,-0.9861799,-1.0552565,-1.043944,-1.2216504,-1.0478996,-1.0582514,-0.7679747,-0.77722067,-0.62629944,-0.36308384,-0.20981374,-0.092765145,0.2632333,0.48203418,0.5746569,0.8669847,0.84253794,1.0739392,1.1700181,1.1600001,1.0739285,1.0092672,0.82111263,0.71627486,0.52236193,0.22682163,0.089159004,-0.14521053,-0.40649736,-0.41050544,-0.8017176,-0.9667358,-1.0934904,-1.2093253,-1.1024357,-1.1905209,-1.1129141,-0.9987259,-0.8835556,-0.7610188,-0.44873804,-0.115764596,0.063792266,0.4045802,0.56006753,0.7417112,1.0215814,0.9987434,1.1059318,1.1493036,1.2760051,1.1078377,0.96559703,0.9326733,0.6523276,0.5629182,0.3346776,0.05541121,-0.118065186,-0.5095653,-0.5887406,-0.8254165,-0.7137799,-1.0460938,-1.1787661,-1.267544,-1.0317302,-1.0965693,-1.0205656,-0.7798843,-0.5713371,-0.36362597,-0.18683966,0.057945985,0.2955547,0.5243531,0.73153234,0.95666254,1.0096306,1.0346664,1.1383609,1.2130595,0.96553016,0.87634254,0.9609375,0.8414527,0.42154676,0.31233394,0.041419744,-0.18139891,-0.36343876,-0.702792,-0.8749019,-0.96521944,-1.0690446,-1.220529,-1.0940737,-1.1701022,-1.1033942,-0.9362298,-0.8191242,-0.55869526,-0.49165288,-0.30299777,0.017604394,0.27906653,0.39562833,0.5842646,0.88182175,0.9430912,0.98292816,1.2268082,1.1024615,1.2012466,1.0224178,0.912867,0.70513314,0.31286898,0.21607938,0.06614609,-0.12855561,-0.528392,-0.6012317,-0.8740302,-0.92070246
-0.67988515,-0.8394463,-0.93995124,-1.00748,-0.8848201,-0.79117256,-0.26679876,-0.2680188,0.1272738,0.5638446,0.82265306,0.99220973,1.098114,0.8588356,1.0266038,0.66280985,0.4872704,-0.107232414,-0.26198605,-0.6359409,-0.79150814,-0.97056824,-1.0209155,-1.0791013,-0.83890176,-0.6012624,-0.23821734,0.13943107,0.40413573,0.5807157,,1.2354395,1.1752357,0.713223,0.7641628,0.5620192,0.15012485,-0.21209942,-0.51827884,-0.72229034,-1.0475483,-0.9496103,-1.0287167,-0.97121376,-0.5846791,-0.50574064,-0.09399625,0.24243402,0.767226,0.786011,0.82538605,1.0036241,1.0289239,0.89348835,0.7640887,0.38472143,-0.05112047,-0.46885732,-0.55734235,-0.9344331,-1.0804303,-1.0762447,-1.0488516,-0.79222333,-0.5008846,-0.100451045,0.15003748,0.4006952,0.64216983,0.97485834,1.0510997,0.9785774,0.85593903,0.701191,0.48789316,-0.018703949,-0.2867033,-0.5238802,-0.90641034,-1.0008519,-1.053146,-1.0954461,-0.8136731,-0.5745402,-0.22208183,-0.022931749,0.40377572,0.8022368,1.0741163,1.13138,0.9480038,0.9822166,0.71227276,0.49971908,0.09131382,,-0.5348078,-0.71664536,-0.93744487,-1.0136052,-1.0042673,-0.85786915,-0.623215,-0.3931315,-0.03120318,0.43891448,0.6167167,0.8512083,1.0096189,1.0325779,0.95374566,0.8402127,0.5316868,0.24915798,-0.14112298,-0.39975852,-0.6493743,-0.9278095,-1.1907997,-0.9941979,-0.93395185,-0.82626224,-0.40990162,-0.25914794,0.27628475,0.5077957,0.5969021,0.97711325
-0.12381012,0.3667828,0.7541477,1.0055298,0.9304998,0.5368242,0.33519894,-0.29525182,-0.77582437,-1.0733186,-0.94623303,-0.8895951,-0.36026317,0.08798606,0.5652971,0.84285176,0.9771103,0.8714039,0.5200927,-0.05386343,-0.49277636,-0.7899223,-1.1584891,-0.9391323,-0.69780225,-0.23668477,0.37504834,0.73038405,0.9068008,1.094129,0.8036462,0.13838658,-0.33385363,-0.6243798,-0.9859421,-0.89834917,-0.77473897,-0.40377906,-0.0083445385,0.59587026,0.8012418,1.1330855,0.9356907,0.48814094,0.13490172,-0.25103548,-0.8431782,-0.9747646,-0.99668205,-0.6628417,-0.33365753,0.29569212,0.73555416,1.1329033,,0.74963087,0.45450774,-0.1746633,-0.63774204,-1.0064678,-1.0998564,-1.0054854,-0.5332943,-0.06728057,0.5132273,0.80921775,0.9885412,0.8937307,0.6011474,0.08953648,-0.45861349,-0.78071755,-0.92306566,-0.97191423,-0.7639851,-0.28277534,0.07219073,0.6763552,0.9382482,0.9405698,0.75122833,0.37586698,-0.014790331,-0.4866112,-0.98734283,-1.0698715,-0.93111473,-0.471683,-0.038070828,0.45663056,0.88093364,0.9737567,1.0636721,0.65356547,0.12416346,-0.33401543,-0.6480113,-1.0285271,-0.92276174,-0.8081929,-0.39304325,0.22866917,0.5705645,1.0138947,1.0514687,0.7778947,0.45873266,-0.076616704,-0.4939416,-0.7320815,-1.0575725,-0.87809926,-0.58605784,-0.10918772,0.37980384,0.73223656,1.0391804,0.9526938,0.62768203,0.33389795,-0.2485655,-0.7211239,-0.86979765,-1.1585675,-0.6965875,-0.4598823,0.13185342,0.5441161
-0.9103383,-0.9014957,-0.8111742,-0.7235111,-0.2729299,0.17547221,0.7431822,0.7391246,1.0459614,0.84621227,0.40949416,0.13378385,-0.1599402,-0.7643143,-0.89913124,-0.9095507,-0.8327194,-0.4689952,-0.15966146,0.38144404,,1.0029576,1.005152,0.75368536,0.52544916,-0.1527825,-0.4328213,-0.87246996,-0.8790865,-1.025321,-0.62530255,-0.24630934,0.26792175,0.77076924,0.97439206,1.1092628,0.8074324,0.45898247,0.07669791,-0.3933421,-0.78663284,-1.0635618,-0.8932981,-0.807248,-0.28536636,0.06646485,0.5681064,0.90032613,0.9447375,0.9771041,0.8346948,0.28654423,-0.13293973,-0.57682633,-0.898637,-1.0001359,-0.84425724,-0.5084894,-0.23642835,0.36048,0.72146004,0.9416189,1.1035885,0.75263,0.33614278,0.051286384,-0.58343023,-0.98016447,-0.9313119,-0.9528442,-0.6811038,-0.35268193,0.042006694,0.49500534,0.8780155,0.91390884,0.9371712,0.57574093,0.19555318,-0.27779832,-0.6676519,-0.9163924,-1.0354108,-0.82740676,-0.4758913,-0.23504859,0.473803,0.805886,1.0396463,0.8777688,0.73018724,0.2799704,-0.040490754,-0.6582452,-0.94821274,-0.97082585,-0.9850265,-0.72851926,-0.16021366,0.31474808,0.7168611,1.005043,0.9946042,0.85429716,0.4886204,0.10715262,-0.4154411,-0.794327,-0.93436044,-0.8984462,-0.7580506,-0.27274835,-0.009356261,,0.902831,0.9469232,0.9322952,0.552386,0.21217898,-0.3071771,-0.65253735,-0.94694346,-6.31945,-0.7976467,-0.53053176,-0.2762485,0.3719584,0.7323363
-0.5759373,-0.20320402,0.2173114,0.5123973,0.81956416,1.0477651,0.84710395,0.6116373,,-0.12464668,-0.5620901,-0.7668661,-0.80772555,-0.94768393,-0.78425336,-0.6816866,-0.098549314,0.27517018,0.5684694,0.88009745,0.9702502,0.7936622,0.6714158,0.39305028,-0.121112935,-0.55425,-0.7952772,-0.87081045,-1.0293151,-0.7122858,-0.50603163,-0.0457537,0.2879217,0.6269961,1.0145988,0.8425496,0.88770604,0.73087287,0.2859484,-0.27750883,-0.64543295,-0.87891775,-0.9372471,-0.89492553,-0.8164086,-0.45978707,-0.061219487,0.38225082,0.87834585,0.84053063,0.87080866,0.72428477,0.5876421,0.16042961,-0.30997694,-0.6271825,-0.91558504,-0.93198925,-0.6753138,-0.6230048,-0.3335619,0.019299772,0.35082638,0.82175153,0.9872286,0.90045136,0.87384146,0.4801386,0.15750012,-0.28060678,-0.66448426,-0.9577177,-0.96813506,-0.79515326,-0.65667117,-0.22541091,0.05430218,0.5799174,0.827626,0.84957474,0.903736,0.80910593,0.31690115,-0.058869116,-0.37431008,-0.52843356,-0.95963156,-0.9127482,-0.809693,-0.60893804,-0.18081737,0.1727877,0.5454225,0.70506674,0.9517541,0.9727291,0.69319624,0.44187522,0.004381905,-0.43605164,-0.7945001,-0.96453357,-1.0609567,-0.8155555,-0.49294323,0.011411025,0.3174931,0.5584198,0.7538571,0.94021106,0.9402221,0.62139815,0.33316758,-0.12516777,-0.43423274,-0.9133583,-0.8123113,-1.0183749,-0.690263,-0.4666311,-0.066551894,0.32112697,0.6983674,0.93214595,1.0394756,0.95786315,0.6127289,0.36057612
-0.88397974,-0.7710212,-0.60410076,-0.32602608,0.14947073,0.56321883,0.7957524,0.9347856,0.88020533,0.5436674,-0.07290409,-0.1210821,-0.6421088,-0.9139594,-0.9851683,-0.77649176,-0.4874979,-0.09904518,0.316372,0.74445903,1.0444407,0.9376324,0.7639715,0.30095458,-0.07481417,-0.4454877,-0.825498,-0.93349683,-0.7640691,-0.4989252,-0.20823355,0.109291576,0.5556575,0.71363544,0.9060676,0.7977509,0.46551955,0.11144881,-0.2894384,-0.6476252,-0.965777,-0.90410036,-0.67488575,-0.2528001,0.009370389,0.47870997,0.8148051,0.87838,0.9429775,0.72097266,0.3743618,-0.11710441,-0.34955895,-0.8562359,-0.73192555,-0.74099636,-0.42301363,-0.16943422,0.34111682,0.746191,0.76739895,0.87966835,0.56751466,0.41151163,-0.044238012,-0.4056463,-0.47998977,-0.7483661,-0.9820845,-0.6168993,-0.2494381,0.075107515,0.50989825,0.80446297,0.7929057,0.7424106,0.5853224,0.20302144,-0.28009686,-0.6573273,-0.8434443,-0.82775056,-0.7736034,-0.34121636,-0.12880497,0.35595682,0.65247726,0.9215436,0.8173248,0.84989685,0.22647668,0.0870806,-0.44403985,-0.71094364,-0.78964186,-0.7760005,-0.6693225,-0.19764741,0.32191524,0.4825512,0.9848124,0.93240017,0.75892794,0.44325218,0.10712832,-0.44807413,-0.6787021,-0.88133115,-0.9757841,-0.66789633,-0.42638975,-0.052855033,0.3793077,0.7537728,0.8950315,0.80540586,0.6583102,0.29136387,-0.21220271,-0.53452015,-0.74533916,-0.85565776,-0.83542967,-0.50253177,-0.25482148,0.16590081,0.58788407,0.963014
0.8039788,1.0304747,1.2101516,0.86294013,0.6724876,-0.04608093,-0.5838847,-0.905326,-1.1082305,-1.1140023,-0.5755133,-0.32309952,0.19896959,0.60032374,0.9287764,1.1840343,0.85675853,0.57409424,0.17660241,-0.20710887,-0.78861386,-1.0048592,-1.0910652,-0.80843306,-0.66063017,0.018683039,0.44623914,0.93860614,1.0146754,1.0643137,0.8067068,0.3111387,-0.21924883,-0.6461516,-0.94261515,-1.1608877,-1.0362599,-0.85198605,-0.27051497,0.35333887,0.7815147,1.0150852,1.1175854,0.8705651,0.7030457,0.25091916,-0.4073864,-0.6284932,-1.1247154,-1.173625,-0.9015318,-0.45097324,0.25656924,0.53865397,0.86064124,1.0249379,1.1183721,0.81531674,0.24609229,-0.3773138,-0.7806063,-0.8664945,-1.0459367,-0.9546932,-0.4618508,0.026008707,0.37540534,0.8040582,1.0120057,1.060127,0.7542785,0.35552886,-0.16408339,-0.4348765,-1.0291544,-0.935438,-1.1011754,-0.629708,-0.35771945,0.057369992,0.75706947,1.0967959,1.0296389,0.95487475,0.5761242,0.16595298,-0.32672116,-0.801925,-1.1905547,-1.1368866,-0.84384525,-0.53201264,-0.04530236,0.4067538,0.8287338,1.196921,0.96537036,0.8582221,0.37530717,-0.1181843,-0.6758947,-0.9915723,-1.1017939,-1.0428734,-0.65820426,-0.18364005,0.4656625,0.7631082,0.87676644,1.1891301,0.9092335,0.71592206,0.18212646,,-0.79159373,-1.1226538,-1.0683534,-0.7769807,-0.3249005,0.16425629,,1.1392543,1.0694809,0.8907599,0.606513,0.3824225,-0.25398198,-0.69391114
-0.9969687,-1.0394726,-0.9932303,-0.7058194,-0.47363037,-0.09640267,0.24663305,0.50924987,0.68402386,0.83654404,1.2444066,1.0400314,0.8357756,0.39228365,0.11013411,-0.30610928,-0.66664433,-0.8608923,-0.8602937,-0.933552,-0.99045414,-0.7384462,-0.36652043,-0.1331688,0.26853386,0.6119137,0.8577425,0.992437,0.94657284,0.85940707,0.6069266,0.28153685,0.056386966,-0.21802711,-0.70799845,-0.8169113,-0.9145853,-1.143385,-0.91533273,-0.54994476,-0.34208694,-0.19324775,0.35702002,0.55528015,0.9059323,0.9269307,0.98930335,0.8404553,0.6655901,0.320473,0.0037515198,-0.41928023,-0.5930744,-0.84807545,-1.1157701,-0.91073555,-0.88691026,-0.6357732,-0.28412807,0.026611786,0.43917096,0.6257883,0.95590955,1.0001185,1.0269274,0.89402735,0.73103803,0.38227794,-0.05777486,-0.417813,-0.6698454,-0.94460124,-1.0778217,-1.1522355,-0.97419435,-0.45570943,-0.35620117,0.19659215,0.41914505,0.6781782,0.7739586,0.9969049,1.1285695,0.96297264,0.61894846,0.1907582,-0.14284338,-0.47529545,-0.5958728,-0.77325433,-0.9832669,-0.99617577,-0.70217097,-0.65747625,-0.25734067,0.12523048,0.35806417,0.6628835,0.8560443,1.1142042,1.119347,0.82256097,0.53963596,0.19220869,-0.10993422,-0.49090114,-0.7368081,-0.88899785,-1.0347384,-0.9751693,-0.8151334,-0.56813246,-0.254106,0.19287756,0.3248053,0.8699273,0.9413696,1.0520813,1.0113525,0.73018783,0.45095214,0.11469782,-0.1734319,-0.42988476,-0.80526805,-0.889917,-1.1931987,-0.9770783
0.1734176,-0.16668916,-0.43981904,-0.6157996,-0.94894296,-0.872983,-0.72766864,-0.81227505,-0.6932892,-0.679177,-0.4190968,0.034310162,0.22123298,0.28666654,0.52652085,0.71369445,0.7005214,0.6505918,0.74621683,0.6903847,0.5245442,0.34059483,,-0.18595934,-0.4286939,-0.5973366,-0.74189806,-0.8527757,-1.050569,-0.65887034,-0.6062672,-0.58023584,-0.21452029,-0.05828119,0.1757093,0.3622733,0.6463761,0.6694921,0.71547455,0.89745617,0.7299494,0.6086046,0.5009291,0.18061794,-0.034178138,-0.20328864,-0.56334877,-0.5984594,-0.80204785,-0.73761654,-0.76050365,-0.7031237,-0.7363509,-0.43759423,-0.30972958,0.01300129,0.0609151,0.33281833,0.72365165,0.778814,0.780132,0.7284083,0.6411637,0.61085796,0.3853829,0.32068306,-0.049947113,-0.259694,-0.5829569,-0.6694156,-0.7424109,-0.84019154,-0.83638173,-0.6929613,-0.4603788,-0.38459623,-0.08670942,0.10409018,0.36924642,0.4386272,0.63567847,0.7472063,0.8555499,0.8569029,0.719927,0.63809556,0.33422634,0.23026803,0.007737147,-0.24624725,-0.49192727,-0.6064756,-0.8413801,-0.79700434,-0.76500434,-0.8066959,-0.51606953,-0.46208566,-0.17477578,0.09583305,0.25976905,0.52424055,0.6798043,0.71024704,0.858883,0.7230073,0.8733936,0.53104585,0.25116166,0.04282098,-0.01991856,-0.3685634,-0.64142364,-0.6167444,-0.814676,-0.761289,-0.7039514,-0.658034,-0.33359805,-0.46533707,-0.16796245,0.110259436,0.53414094,0.69055176,0.7983158,0.72303236,0.7590246,0.7067338
-0.53132105,0.043514643,0.3112267,0.66793835,0.96112263,0.8239187,0.84397906,0.4811667,0.17044118,-0.26332846,-0.63827395,-0.83258754,-0.94073033,-0.90848255,-0.63074124,-0.3785789,0.15328473,0.4720439,0.7502608,0.881465,0.90895,0.89132327,0.41434443,-0.07112735,-0.30879045,-0.7528383,-0.89436203,-0.9997374,-0.70902735,-0.5705101,-0.027463512,0.18620466,0.6067333,0.9869105,0.9730636,1.0504857,0.59747344,0.27657068,-0.0014092573,-0.6566252,-0.9502612,-1.016749,-0.84755504,-0.83398426,-0.32100302,0.07725683,0.59373426,0.83455276,0.9610053,1.0511116,0.82360446,0.43902344,-0.0074452236,-0.36852035,-0.6741907,-0.8822548,-1.1283925,-0.861294,-0.57325286,-0.15826404,0.33851326,0.595541,0.77401865,0.81253135,0.94889116,0.5968305,0.38623577,0.021245765,-0.6049467,-0.73991656,-0.84016776,-0.84879667,-0.91459036,-0.4951067,-0.13108692,0.41659242,0.7426218,0.6987674,0.928269,0.8799206,0.5419839,0.15915115,-0.2914185,-0.70863575,-0.8728535,-0.9554699,-0.8230203,-0.56956613,-0.25708005,0.2332647,0.49865147,0.69939256,0.9902767,0.92525214,0.75052005,0.2752139,0.116389334,-0.36836246,-0.76878893,-1.0047132,-0.85773134,-0.8734049,-0.3020668,-0.14139493,0.4528307,0.6503039,1.0197343,0.89929235,0.84913546,0.64649975,0.26309094,-0.11224719,-0.6130967,-0.836086,-0.85758615,-0.953318,,-0.3421973,0.09880108,0.48103005,0.7163815,0.9211842,0.94390374,0.74381477,0.56000686,,-0.34390712,-0.76502657
